No.,16_32(16),16_64(16),32_16(32),32_64(32),64_16(64),64_32(64),time1,32_16(16),64_16(16),16_32(32),64_32(32),16_64(64),32_64(64),time2,isNaN
0,0.0,0.0,3.552437e-05,0.0,3.551445477090187e-05,9.913515230941528e-09,0.008976936340332031,0.0,0.0,3.552437e-05,0.0,3.551445477090187e-05,9.913515230941528e-09,0.0020263195037841797
1,0.0,0.0,0.00011050701,0.0,0.00011052577852663226,1.876711305803802e-08,0.003991842269897461,0.0,0.0,0.00011050701,0.0,0.00011052577852663226,1.876711305803802e-08,0.001992464065551758
2,0.0,0.0,6.0394406e-05,0.0,6.038512255898687e-05,9.283759677680692e-09,0.00399017333984375,0.0,0.0,6.0394406e-05,0.0,6.038512255898687e-05,9.283759677680692e-09,0.0009961128234863281
3,0.0,0.0,1.1764467e-05,0.0,1.175378198382121e-05,1.0684778721514743e-08,0.003986358642578125,0.0,0.0,1.1764467e-05,0.0,1.175378198382121e-05,1.0684778721514743e-08,0.0009984970092773438
4,0.0,0.0,0.00013433397,0.0,0.00013434317718921673,9.209026680112586e-09,0.003988742828369141,0.0,0.0,0.00013433397,0.0,0.00013434317718921673,9.209026680112586e-09,0.001995563507080078
5,0.0,0.0,1.15484e-05,0.0,1.1544307082118899e-05,4.0928431130349274e-09,0.00399017333984375,0.0,0.0,1.15484e-05,0.0,1.1544307082118899e-05,4.0928431130349274e-09,0.0019600391387939453
6,0.0,0.0,0.00015841424,0.0,0.00015840397759306346,1.0267058730972778e-08,0.004021406173706055,0.0,0.0,0.00015841424,0.0,0.00015840397759306346,1.0267058730972778e-08,0.001988649368286133
7,0.0,0.0,3.4719706e-06,0.0,3.468814721602209e-06,3.155836564294745e-09,0.003997087478637695,0.0,0.0,3.4719706e-06,0.0,3.468814721602209e-06,3.155836564294745e-09,0.0009958744049072266
8,0.0,0.0,5.4754317e-05,0.0,5.475014315045601e-05,4.173656337203013e-09,0.00498652458190918,0.0,0.0,5.4754317e-05,0.0,5.475014315045601e-05,4.173656337203013e-09,0.000997304916381836
9,0.0,0.0,8.6054206e-07,0.0,8.58594453374828e-07,1.9476055698741668e-09,0.0039904117584228516,0.0,0.0,8.6054206e-07,0.0,8.58594453374828e-07,1.9476055698741668e-09,0.0020003318786621094
10,0.0,0.0,4.9114227e-05,0.0,4.912437632514921e-05,1.0149030227335487e-08,0.003983497619628906,0.0,0.0,4.9114227e-05,0.0,4.912437632514921e-05,1.0149030227335487e-08,0.0019636154174804688
11,0.0,0.0,4.9322844e-05,0.0,4.932493913745173e-05,2.095585815986567e-09,0.004019260406494141,0.0,0.0,4.9322844e-05,0.0,4.932493913745173e-05,2.095585815986567e-09,0.0019948482513427734
