No.,当前最大误差(同输入),全局最大误差(同输入),引起最大误差的输入编号1,当前最大误差(同算子),全局最大误差(同算子),引起最大误差的输入编号2
0,9.938665589181008e-05,9.938665589181008e-05,0,6.205220971936855e-05,6.205220971936855e-05,0
1,0.00015220749647023847,0.00015220749647023847,279,0.00014575482588954013,0.00014575482588954013,279
2,0.00019122579,0.00019122579,1606,0.00010754069098850853,0.00014575482588954013,1397
3,0.00012816781,0.00019122579,2615,0.00011393312702715755,0.00014575482588954013,2390
4,0.00014050619,0.00019122579,3349,0.00012707384,0.00014575482588954013,3576
5,0.00018104678,0.00019122579,4369,0.000119549106,0.00014575482588954013,4672
6,0.00014715713,0.00019122579,5748,0.000109830755,0.00014575482588954013,5342
7,0.0001621407,0.00019122579,6834,8.360585905435093e-05,0.00014575482588954013,6013
8,0.00013659109268312862,0.00019122579,7697,0.00011776545,0.00014575482588954013,7859
9,0.000113448594,0.00019122579,8614,9.120209e-05,0.00014575482588954013,8368
10,0.00013662007,0.00019122579,9370,9.033892011725531e-05,0.00014575482588954013,9727
11,0.00015886937,0.00019122579,10570,7.7190874e-05,0.00014575482588954013,10213
12,0.00015026983,0.00019122579,11194,9.647403836765499e-05,0.00014575482588954013,11685
13,0.00014865457,0.00019122579,12793,8.415413e-05,0.00014575482588954013,12510
14,0.00015585404,0.00019122579,13017,9.728046471819355e-05,0.00014575482588954013,13017
15,0.00017422619456523305,0.00019122579,14981,9.468815e-05,0.00014575482588954013,14371
16,0.0001933456717676165,0.0001933456717676165,15724,0.00016895006,0.00016895006,15724
17,0.00011451194435259667,0.0001933456717676165,16437,9.628921e-05,0.00016895006,16519
18,0.00013927417520190073,0.0001933456717676165,17418,0.00011982763,0.00016895006,17099
19,0.00017587424,0.0001933456717676165,18369,9.704265e-05,0.00016895006,18369
20,0.0001575455,0.0001933456717676165,19102,0.00010318594,0.00016895006,19102
