No.,当前最大误差(同输入),全局最大误差(同输入),引起最大误差的输入编号1,当前最大误差(同算子),全局最大误差(同算子),引起最大误差的输入编号2
0,2.9413761783170234e-05,2.9413761783170234e-05,0,3.1108466559404135e-06,3.1108466559404135e-06,0
1,0.00032914019266074013,0.00032914019266074013,555,5.5007637e-05,5.5007637e-05,821
2,0.0003291381536497384,0.00032914019266074013,1614,5.5105895208379385e-05,5.5105895208379385e-05,1976
3,0.0003061071,0.00032914019266074013,2738,5.482514197394095e-05,5.5105895208379385e-05,2919
4,0.00032913685,0.00032914019266074013,3858,5.4948032e-05,5.5105895208379385e-05,3031
5,0.00028058887,0.00032914019266074013,4491,5.529821e-05,5.529821e-05,4895
6,0.00029413402,0.00032914019266074013,5927,5.1991400335293925e-05,5.529821e-05,5261
7,0.0003003222480420509,0.00032914019266074013,6254,3.72082e-05,5.529821e-05,6045
8,0.0003061071,0.00032914019266074013,7049,5.5094862673625566e-05,5.529821e-05,7883
9,0.0002952218,0.00032914019266074013,7993,5.1029027e-05,5.529821e-05,8712
10,0.00025246292,0.00032914019266074013,9534,4.271219698186862e-05,5.529821e-05,9773
11,0.00032913685,0.00032914019266074013,10257,4.042693284456861e-05,5.529821e-05,10369
12,0.000289196044867053,0.00032914019266074013,11095,4.789030160507954e-05,5.529821e-05,11386
13,0.0002805740289230363,0.00032914019266074013,12081,4.7907233e-05,5.529821e-05,12194
14,0.0002681492518960271,0.00032914019266074013,13059,5.5469573e-05,5.5469573e-05,13229
15,0.00022658706,0.00032914019266074013,14218,5.2196488561057075e-05,5.5469573e-05,14276
16,0.0002182605104192742,0.00032914019266074013,15476,4.595564377882222e-05,5.5469573e-05,15728
17,0.00029413402,0.00032914019266074013,16109,3.7231425708370014e-05,5.5469573e-05,15999
18,0.0003003222480420509,0.00032914019266074013,17033,3.7059188e-05,5.5469573e-05,17683
19,0.00021766871,0.00032914019266074013,18954,3.57753820067197e-05,5.5469573e-05,18609
20,0.0003061071,0.00032914019266074013,19340,4.0486455e-05,5.5469573e-05,19461
